Application_mode,Course,Displaced,Debtor,Tuition_fees_up_to_date,Scholarship_holder,Age,Target_encoded,approval_rate_1st,approval_rate_2nd,avg_enrolled
17,4,0,0,1,0,21,0,0.9166666666666666,0.9166666666666666,12.0
12,17,0,0,1,0,25,1,0.2,0.4,5.0
1,8,1,0,1,0,18,0,1.0,0.8333333333333334,6.0
1,5,1,0,1,0,22,0,1.0,1.0,6.0
12,14,0,0,1,0,27,0,1.0,1.0,6.0
12,4,0,0,1,0,25,1,0.0,0.0,3.0
8,7,1,0,1,0,18,1,0.6,0.6,5.0
8,6,0,0,1,0,20,0,1.0,1.0,5.0
12,4,0,0,1,0,27,0,0.8333333333333334,0.8333333333333334,6.0
1,3,0,0,1,0,20,0,1.0,1.0,6.0
1,9,1,0,1,0,22,1,0.0,0.2,5.0
8,7,1,0,1,0,19,1,0.6,0.6,5.0
14,2,0,0,1,0,19,0,0.0,0.0,0.0
12,6,1,0,0,0,29,1,0.0,0.0,5.0
1,12,0,0,1,0,19,0,0.875,0.875,8.0
1,10,0,0,1,0,20,0,1.0,1.0,6.0
1,5,1,0,1,0,20,0,0.6666666666666666,1.0,6.0
12,3,1,0,1,0,31,1,0.0,0.0,6.0
8,12,1,0,1,0,18,0,1.0,0.875,7.5
1,9,1,0,1,0,18,0,0.8,0.8,5.0
8,11,0,0,1,0,19,0,0.8333333333333334,0.8333333333333334,6.0
1,9,0,0,1,1,18,0,1.0,1.0,5.0
8,6,0,0,1,0,19,0,0.6,1.0,5.0
8,15,1,0,1,1,18,0,1.0,1.0,6.0
1,11,1,0,1,0,19,0,1.0,0.5,6.0
1,13,0,0,1,0,19,0,1.0,1.0,7.5
1,14,1,0,1,0,18,0,1.0,1.0,6.0
15,14,0,0,1,1,20,0,1.0,1.0,6.0
12,17,0,0,1,0,29,1,0.7333333333333333,0.8461538461538461,14.0
8,16,0,0,0,1,20,1,0.6666666666666666,0.5,6.0
12,16,0,1,0,0,31,1,0.8571428571428571,0.7142857142857143,7.0
8,14,0,0,1,0,20,0,1.0,1.0,6.0
8,4,1,0,1,0,21,0,1.0,1.0,15.5
4,8,1,0,1,0,23,1,0.0,0.0,6.0
8,5,0,1,0,0,21,1,0.6666666666666666,0.6666666666666666,6.0
4,12,0,0,1,0,24,0,1.0,1.0,7.5
12,3,0,0,1,0,27,0,1.0,1.0,6.0
1,12,0,0,1,1,18,0,1.0,1.0,7.5
1,2,1,0,0,0,21,1,0.0,0.0,0.0
8,8,1,1,1,1,19,1,0.0,0.0,5.0
1,12,1,0,1,1,19,0,0.875,0.875,8.0
8,6,0,0,1,0,18,1,0.0,0.0,6.0
1,16,1,1,1,1,20,0,1.0,1.0,7.0
1,3,1,0,1,0,24,0,0.8333333333333334,1.0,6.0
1,5,1,0,1,0,20,0,1.0,1.0,6.0
1,12,1,0,1,1,19,0,0.875,0.875,8.0
1,12,1,0,1,1,18,0,0.875,0.875,8.0
8,10,1,0,1,1,20,0,1.0,1.0,6.0
8,12,1,0,1,0,20,0,1.0,1.0,7.5
8,12,1,0,1,1,19,0,0.8571428571428571,1.0,7.5
1,15,1,0,1,0,20,0,1.0,1.0,6.0
8,9,1,0,1,0,19,1,0.4,0.4,5.0
8,16,1,0,1,0,19,1,0.6666666666666666,0.6666666666666666,6.0
8,12,1,0,1,1,18,0,1.0,1.0,8.0
8,5,0,0,1,1,23,1,1.0,0.5,6.0
1,16,1,0,1,0,21,1,0.8333333333333334,0.8333333333333334,6.0
15,3,1,0,1,0,23,0,1.0,0.75,8.5
1,12,1,0,1,0,19,0,1.0,1.0,7.5
8,15,1,0,1,0,18,0,1.0,1.0,6.0
1,15,1,0,1,0,19,0,0.8333333333333334,0.8333333333333334,6.0
12,12,0,0,1,1,25,0,0.875,0.875,8.0
1,12,0,0,1,1,19,0,1.0,1.0,7.5
12,13,0,1,1,1,24,0,1.0,0.875,7.5
1,14,1,0,1,1,18,0,1.0,0.8333333333333334,6.0
8,10,1,0,1,1,19,0,1.0,1.0,6.0
1,12,0,0,1,1,18,0,0.875,0.875,8.0
8,10,0,0,1,0,19,0,0.8333333333333334,0.8333333333333334,6.0
9,15,0,0,1,1,18,1,1.0,1.0,6.0
12,14,0,1,0,0,34,1,0.6666666666666666,0.0,6.0
1,15,1,1,0,0,20,1,0.0,0.0,6.0
12,17,0,0,1,0,26,0,1.0,1.0,5.0
14,13,0,0,1,0,27,0,1.0,1.0,7.5
1,14,1,0,1,0,20,0,0.8,0.8,5.0
8,10,1,0,1,0,18,0,1.0,1.0,6.0
12,12,0,0,1,0,24,0,0.875,0.875,8.0
15,10,1,0,1,1,19,0,0.8333333333333334,1.0,6.0
1,15,0,0,1,0,19,0,0.6666666666666666,0.6666666666666666,6.0
16,3,0,0,1,0,22,0,0.8125,0.8461538461538461,14.5
14,5,0,0,1,0,20,0,0.8333333333333334,0.8333333333333334,6.0
12,4,0,0,1,0,25,1,0.0,0.0,6.0
15,4,0,0,1,0,21,0,1.0,1.0,6.0
8,15,1,0,1,0,18,0,1.0,1.0,6.0
1,14,1,0,1,0,18,0,0.6,0.8,5.0
8,12,1,0,1,0,19,0,1.0,1.0,7.5
1,6,1,0,1,1,19,0,1.0,1.0,5.0
8,15,1,1,0,0,18,1,0.8333333333333334,0.6666666666666666,6.0
16,10,1,0,1,1,20,0,1.0,1.0,11.0
8,12,1,0,1,0,19,1,0.0,0.0,7.5
13,12,1,0,1,0,28,0,1.0,1.0,17.0
1,10,1,0,1,1,20,0,1.0,1.0,6.0
13,3,1,0,1,0,30,1,0.8181818181818182,1.0,9.0
1,12,1,0,1,1,19,0,1.0,1.0,7.5
1,5,1,0,1,0,22,0,1.0,0.8333333333333334,6.0
1,11,1,0,1,0,18,0,1.0,1.0,6.0
8,16,1,0,1,0,23,1,0.3333333333333333,0.3333333333333333,6.0
8,5,1,0,1,0,18,0,1.0,1.0,6.0
12,15,0,1,0,0,50,1,0.16666666666666666,0.0,5.5
1,2,1,0,1,1,19,0,0.0,0.0,0.0
8,11,1,0,1,0,22,0,1.0,1.0,6.0
15,10,0,1,1,1,23,0,1.0,1.0,6.0
9,6,0,1,0,1,20,1,1.0,1.0,5.0
12,10,0,0,0,0,44,1,0.0,0.0,6.0
12,4,0,0,1,0,49,0,0.5833333333333334,0.75,12.0
14,17,0,0,1,0,46,0,0.9,1.0,10.0
12,6,1,0,0,0,41,1,1.0,1.0,2.5
8,12,1,0,1,0,18,0,1.0,1.0,7.5
12,17,0,0,1,0,43,0,1.0,1.0,5.0
12,9,0,1,0,0,70,1,0.0,0.0,5.0
12,8,0,0,1,0,48,1,0.0,0.0,6.0
14,4,0,0,1,0,41,0,1.0,1.0,16.0
12,1,0,1,0,0,35,1,0.42857142857142855,0.0,7.0
12,8,1,0,1,0,44,0,0.8,0.8,5.0
1,9,1,1,1,0,18,1,0.8,0.4,5.0
1,3,1,0,1,0,45,0,1.0,1.0,6.0
15,4,1,0,1,0,22,0,0.8333333333333334,1.0,6.0
14,7,0,0,1,0,39,1,0.6,0.2,5.0
12,9,0,0,1,0,49,1,0.6,0.6,5.0
4,13,1,0,1,0,43,1,1.0,1.0,2.5
12,17,1,0,1,0,32,1,0.0,0.0,5.0
12,10,0,0,1,0,47,0,1.0,1.0,8.0
12,17,0,0,1,1,37,1,1.0,0.8,5.0
12,3,0,0,1,0,41,0,1.0,1.0,8.5
12,4,0,0,1,0,60,0,1.0,1.0,15.5
12,11,0,0,1,0,47,0,1.0,1.0,10.0
12,3,0,1,0,0,50,1,0.0,0.0,5.5
12,17,1,0,1,0,45,1,0.0,0.0,5.0
12,7,0,1,0,0,45,1,0.0,0.0,5.0
12,6,0,0,1,0,33,0,0.8,1.0,5.0
1,12,0,0,1,0,18,0,0.875,0.875,8.0
12,6,0,0,1,0,43,0,1.0,1.0,5.0
14,3,0,0,1,0,44,0,1.0,1.0,12.0
12,8,0,0,1,0,29,1,0.0,0.0,5.0
12,14,0,1,0,0,53,1,0.5,0.0,6.0
14,1,0,1,1,0,35,1,0.6,0.3333333333333333,9.5
1,2,1,0,1,0,22,0,0.0,0.0,0.0
12,3,0,0,0,0,33,1,0.16666666666666666,0.0,6.0
4,8,0,0,0,0,41,1,0.0,0.0,5.0
4,12,0,0,1,0,51,0,1.0,1.0,7.5
16,14,0,0,1,0,19,0,1.0,1.0,6.5
12,17,0,0,1,0,35,1,0.0,0.0,5.0
1,2,1,0,1,0,20,0,0.0,0.0,0.0
1,15,0,1,0,1,18,1,0.8333333333333334,0.5,6.0
15,4,0,0,1,0,21,0,0.8333333333333334,0.8333333333333334,6.0
1,11,1,0,1,0,21,0,1.0,0.8333333333333334,6.0
12,9,0,0,1,0,34,0,0.6,0.8,5.0
12,8,1,0,1,0,34,1,0.0,0.0,6.0
8,14,1,0,1,0,21,0,1.0,0.8333333333333334,6.0
8,11,1,0,1,0,30,1,0.3333333333333333,0.5,6.0
16,15,1,0,1,0,20,1,0.8571428571428571,0.8333333333333334,6.5
1,5,1,0,1,0,18,1,0.0,0.0,6.0
1,11,0,0,1,0,19,0,1.0,1.0,6.0
8,12,1,0,1,0,18,1,0.7142857142857143,0.8571428571428571,7.0
12,17,0,0,1,0,27,1,0.8,0.6,5.0
12,15,1,0,1,0,52,0,0.8333333333333334,1.0,6.0
14,4,1,0,0,0,29,1,0.0,0.0,6.0
16,4,1,1,0,0,22,1,0.5,0.3333333333333333,6.0
14,6,1,0,1,0,28,0,1.0,0.9230769230769231,15.5
12,14,1,0,1,0,30,1,0.0,0.0,5.0
1,12,1,0,1,0,18,0,1.0,1.0,7.5
1,14,1,0,1,0,21,0,0.8,0.6,5.0
1,5,1,1,1,1,20,0,1.0,1.0,6.0
13,12,1,0,1,1,21,0,1.0,1.0,8.0
12,17,0,1,0,0,32,1,0.0,0.0,5.0
1,5,1,0,1,1,20,0,1.0,1.0,6.0
1,2,1,1,0,0,19,1,0.0,0.0,0.0
6,14,0,1,0,0,18,1,0.6666666666666666,0.5,6.0
14,17,1,0,0,0,23,1,0.8,0.7857142857142857,14.5
1,11,1,0,1,0,20,0,1.0,0.6666666666666666,6.0
14,9,1,0,1,0,46,0,0.8888888888888888,1.0,7.0
8,4,0,0,1,0,27,0,1.0,1.0,15.0
14,3,1,0,1,0,41,0,1.0,0.8571428571428571,8.0
15,3,0,0,1,0,37,0,1.0,0.9090909090909091,13.5
4,17,0,0,1,0,26,0,1.0,1.0,8.0
12,3,0,0,1,0,54,0,1.0,1.0,8.0
8,14,1,0,1,0,21,0,1.0,1.0,6.0
1,6,1,0,1,1,20,0,1.0,1.0,6.0
8,15,1,0,1,0,18,1,0.0,0.0,6.0
1,10,1,0,1,0,18,0,1.0,1.0,6.0
15,6,1,1,1,0,22,1,1.0,0.5,6.0
14,6,0,0,1,0,19,0,1.0,1.0,6.0
1,2,1,0,1,0,21,1,0.6666666666666666,0.8181818181818182,11.5
8,15,1,0,1,1,18,0,1.0,1.0,6.0
8,15,1,0,1,1,18,0,1.0,1.0,6.0
8,14,1,1,1,0,20,1,0.3333333333333333,0.6666666666666666,6.0
1,12,0,0,1,1,18,0,1.0,1.0,7.5
1,15,1,0,1,1,20,0,0.8333333333333334,1.0,6.0
1,10,1,0,1,0,19,0,1.0,1.0,6.0
1,5,1,0,1,0,18,0,1.0,0.8333333333333334,6.0
1,12,0,0,1,0,18,0,0.875,0.875,8.0
3,6,0,1,1,1,18,1,1.0,1.0,5.0
8,2,1,0,1,1,20,0,0.0,0.0,0.0
8,15,0,0,1,1,19,0,1.0,1.0,6.0
12,12,0,0,0,0,36,1,0.3333333333333333,0.0,6.5
8,10,0,0,1,1,19,0,1.0,1.0,6.0
8,10,1,0,1,0,18,0,1.0,0.8333333333333334,6.0
1,15,0,0,1,1,18,0,1.0,1.0,6.0
1,15,1,0,1,1,18,0,1.0,1.0,6.0
15,5,1,0,1,0,19,0,1.0,1.0,8.0
9,12,1,0,1,0,18,0,1.0,1.0,7.5
1,8,1,0,1,1,19,0,1.0,1.0,6.0
1,10,1,1,0,0,18,1,0.0,0.0,6.0
8,9,1,0,1,0,19,0,1.0,1.0,5.0
1,15,1,0,1,0,18,0,1.0,1.0,6.0
1,16,0,0,1,0,19,0,1.0,1.0,7.0
8,5,1,0,1,1,18,0,1.0,1.0,6.0
1,15,1,0,1,0,20,1,0.0,0.0,5.0
1,10,1,1,0,1,22,1,0.0,0.0,6.0
8,16,1,0,1,1,18,0,1.0,0.8571428571428571,7.0
8,12,0,0,1,1,18,0,1.0,1.0,7.5
1,12,0,0,1,0,18,0,1.0,1.0,7.5
1,16,0,0,1,0,18,0,1.0,1.0,7.0
7,5,1,0,1,0,18,0,1.0,1.0,6.0
1,3,1,0,1,0,25,0,1.0,1.0,6.0
1,9,1,0,1,1,18,0,1.0,0.8,5.0
1,2,1,0,1,0,19,0,0.0,0.0,0.0
1,10,1,0,1,1,20,0,1.0,1.0,6.0
9,15,1,0,1,1,21,0,1.0,1.0,6.0
8,14,1,0,1,0,18,0,1.0,0.8333333333333334,6.0
8,16,1,0,1,0,18,1,1.0,0.8571428571428571,7.0
1,5,1,0,1,1,18,0,1.0,1.0,6.0
1,12,1,0,1,0,18,0,1.0,1.0,8.0
14,14,0,0,1,0,19,1,0.0,0.0,6.0
8,11,1,0,1,0,20,1,1.0,1.0,6.0
12,10,0,0,1,0,47,1,0.0,0.0,5.5
12,8,0,0,1,0,31,1,0.3333333333333333,0.16666666666666666,6.0
12,7,1,0,1,0,46,1,0.0,0.0,5.0
8,7,1,0,1,0,19,1,0.6,0.8,5.0
15,8,0,0,0,0,22,1,0.0,0.0,5.0
1,9,1,0,1,0,19,0,1.0,1.0,5.0
1,9,0,1,0,0,19,1,0.0,0.0,5.0
12,8,0,1,0,0,29,1,0.0,0.0,5.0
1,12,1,0,1,0,18,0,0.8571428571428571,0.8571428571428571,7.0
1,10,1,0,1,0,18,0,0.8333333333333334,0.8333333333333334,6.0
1,2,1,1,0,1,23,1,0.0,0.0,0.0
12,17,0,0,1,0,34,0,1.0,1.0,5.0
8,9,0,0,1,0,19,0,0.6,0.8,5.0
8,12,0,0,1,1,20,0,1.0,1.0,7.5
1,12,1,0,1,0,19,0,1.0,0.875,7.5
1,10,1,0,1,1,23,0,1.0,1.0,6.0
12,12,0,0,1,1,34,0,0.875,0.875,8.0
1,15,1,0,1,0,21,1,0.8333333333333334,0.0,6.0
1,10,1,0,1,0,22,1,1.0,1.0,6.0
12,4,0,0,1,0,28,1,0.0,0.0,6.0
3,7,1,0,1,0,23,1,0.0,0.0,5.0
1,15,0,0,1,0,20,1,0.6666666666666666,0.3333333333333333,6.0
9,7,1,0,1,0,18,1,1.0,0.6,5.0
12,9,1,1,0,0,28,1,0.0,0.0,5.0
15,5,0,0,1,0,21,1,0.2857142857142857,0.7777777777777778,8.0
12,14,0,1,0,0,25,1,0.5,0.3333333333333333,6.0
15,6,1,0,0,0,19,1,1.0,1.0,6.0
1,12,1,0,1,1,18,0,1.0,1.0,7.5
12,7,0,0,1,0,29,1,0.0,0.0,4.0
12,7,0,0,1,1,29,1,0.0,0.0,5.0
9,11,0,0,1,0,20,0,1.0,0.8333333333333334,6.0
1,2,0,0,1,0,18,0,0.0,0.0,0.0
1,11,0,0,1,0,20,0,1.0,1.0,6.0
12,7,1,0,1,0,33,1,0.2,0.4,5.0
13,17,0,0,1,0,30,0,0.8666666666666667,0.9090909090909091,13.0
1,4,0,1,1,0,18,0,0.8333333333333334,0.6666666666666666,6.0
1,12,0,0,1,1,19,0,1.0,1.0,7.5
8,5,0,0,1,1,21,1,0.6666666666666666,0.8333333333333334,6.0
12,13,0,0,1,1,25,1,0.2857142857142857,0.0,7.0
1,14,0,0,1,0,19,0,0.6,1.0,5.0
15,5,1,0,1,0,23,1,0.7142857142857143,0.7777777777777778,8.0
8,5,1,0,1,1,19,0,1.0,0.8333333333333334,6.0
1,2,1,0,1,0,19,0,0.0,0.0,0.0
12,4,0,1,0,0,31,1,0.16666666666666666,0.0,6.0
12,4,0,1,0,0,32,1,0.5,0.6,8.0
7,12,1,0,1,1,19,0,0.875,0.875,8.0
13,15,1,0,1,0,34,0,1.0,0.9,10.0
7,15,1,0,1,0,21,0,1.0,1.0,6.0
14,10,1,0,1,1,53,0,0.8571428571428571,1.0,7.0
1,12,0,0,1,1,19,0,1.0,1.0,7.5
1,15,0,0,1,1,20,0,0.6666666666666666,0.6666666666666666,6.0
1,15,1,0,1,0,18,0,1.0,1.0,6.0
12,2,0,0,0,0,32,1,0.0,0.0,0.0
14,12,1,0,1,1,21,0,0.875,0.875,8.0
4,3,0,0,0,0,26,1,0.0,0.0,5.0
13,6,1,0,1,0,26,0,1.0,1.0,15.5
15,17,0,0,0,0,21,1,0.6,0.2,5.0
8,15,0,0,1,0,18,0,1.0,1.0,6.0
14,5,1,0,1,1,21,0,1.0,0.9166666666666666,12.0
8,14,0,0,1,1,19,0,1.0,1.0,6.0
8,9,0,0,1,0,19,1,0.4,0.4,5.0
14,10,0,0,1,1,19,0,1.0,0.8333333333333334,6.0
4,12,1,0,1,0,27,0,1.0,1.0,8.0
1,12,1,0,1,1,18,0,0.8571428571428571,0.8571428571428571,7.0
1,9,1,0,1,0,20,1,0.2,0.0,5.0
1,12,1,0,1,1,19,0,1.0,1.0,7.5
1,14,1,0,1,0,20,1,0.0,0.0,6.0
8,10,1,0,1,1,19,0,0.8333333333333334,1.0,6.0
1,2,0,0,1,0,20,1,0.0,0.0,0.0
1,16,0,0,1,0,18,0,1.0,1.0,6.0
1,6,1,0,1,0,20,0,0.8,1.0,5.0
12,17,0,0,0,0,38,1,1.0,0.4,5.0
12,3,0,0,1,0,42,0,0.8333333333333334,1.0,6.0
12,12,0,0,1,0,32,1,0.0,0.0,7.5
6,15,1,0,1,0,22,0,1.0,1.0,6.0
12,17,1,0,1,0,28,1,0.0,0.0,5.0
12,3,1,0,1,0,37,1,0.0,0.0,6.0
15,4,0,0,1,0,43,0,1.0,1.0,6.0
12,3,0,0,1,1,41,0,0.8333333333333334,1.0,6.0
12,3,0,0,1,1,29,0,0.6666666666666666,0.8333333333333334,6.0
12,3,0,0,1,1,35,0,1.0,1.0,6.0
8,10,1,0,1,0,18,1,0.6666666666666666,0.6666666666666666,6.0
12,12,0,0,0,1,39,1,0.42857142857142855,0.2857142857142857,7.0
12,12,1,0,1,1,26,0,0.8571428571428571,0.8571428571428571,7.0
4,6,1,0,1,0,32,1,0.2,0.0,5.0
1,10,1,0,1,0,19,1,0.0,0.0,6.0
1,16,0,0,1,1,19,0,0.8571428571428571,1.0,7.0
4,14,0,0,1,0,32,0,0.7272727272727273,1.0,9.5
12,9,1,0,1,0,31,1,0.6,0.4,5.0
1,2,1,0,1,0,20,0,1.0,1.0,11.5
12,12,0,0,1,0,28,1,0.14285714285714285,0.14285714285714285,7.0
12,3,0,0,0,0,31,1,0.8333333333333334,0.5,6.0
1,15,1,0,1,0,19,0,1.0,0.8333333333333334,6.0
1,10,1,0,1,1,19,0,1.0,1.0,6.0
4,6,0,0,1,0,34,1,0.0,0.0,6.0
7,13,1,0,1,1,18,0,1.0,1.0,7.5
8,11,1,0,1,0,18,0,1.0,1.0,6.0
1,9,0,1,1,0,19,0,1.0,1.0,5.0
8,15,1,0,0,1,22,1,0.0,0.0,4.0
14,14,0,0,1,0,32,0,1.0,0.4444444444444444,9.5
12,9,0,0,1,0,61,1,0.0,0.0,5.0
12,17,1,0,1,0,30,0,1.0,1.0,5.0
12,17,0,1,0,0,45,1,0.0,0.0,5.0
15,4,0,0,1,0,20,0,1.0,1.0,6.0
9,12,0,0,1,0,19,1,0.0,0.0,7.5
13,7,1,0,1,0,26,1,0.4,0.36363636363636365,10.5
8,14,1,0,1,0,19,1,0.6,0.2,5.0
8,15,0,0,1,1,19,0,1.0,1.0,6.0
1,15,1,0,1,0,19,0,1.0,0.8333333333333334,6.0
1,9,1,0,1,1,19,0,1.0,1.0,5.0
1,14,1,0,0,0,19,1,0.0,0.0,4.5
12,14,1,0,0,0,28,1,0.6,0.4,5.0
14,9,0,0,1,0,24,0,1.0,1.0,14.5
1,8,0,0,1,0,18,0,0.6,1.0,5.0
1,15,1,0,1,1,18,0,1.0,0.8333333333333334,6.0
15,4,0,0,1,0,21,0,0.8333333333333334,0.8333333333333334,6.0
12,17,0,0,0,0,28,1,0.0,0.0,5.0
12,4,0,0,1,0,58,1,0.0,0.0,6.0
12,17,1,0,0,0,49,1,0.0,0.0,5.0
14,14,0,0,1,0,25,0,0.8,0.8,5.0
13,9,1,0,1,0,33,1,0.2,0.0,5.0
12,7,0,0,0,0,33,1,0.0,0.0,5.0
14,16,0,0,1,0,40,0,0.5,1.0,3.0
12,17,0,0,1,0,48,0,1.0,1.0,5.0
12,12,1,0,1,0,24,0,0.8571428571428571,0.8571428571428571,7.0
1,6,0,0,1,1,23,0,1.0,0.8,5.0
12,17,1,1,0,0,39,1,1.0,1.0,5.0
9,4,0,0,1,0,21,0,0.8181818181818182,0.8888888888888888,10.0
13,7,1,0,1,0,34,1,0.6666666666666666,0.4,5.5
1,15,0,0,1,0,18,0,1.0,1.0,6.0
1,9,0,0,1,0,19,1,0.4,0.2,5.0
1,12,0,0,1,0,19,0,0.875,0.875,8.0
4,4,0,0,1,0,28,0,1.0,1.0,6.0
8,5,1,0,1,0,18,1,0.8333333333333334,0.0,6.0
1,10,1,0,1,0,19,1,0.5,0.3333333333333333,6.0
8,6,1,1,0,0,19,1,0.8333333333333334,0.3333333333333333,6.0
8,12,1,0,1,0,18,0,1.0,1.0,7.5
1,8,1,0,1,0,18,0,1.0,0.8333333333333334,6.0
1,15,1,0,1,0,18,1,1.0,1.0,6.0
15,10,1,0,1,0,19,0,1.0,1.0,6.0
4,10,0,0,1,0,31,0,0.8333333333333334,0.8333333333333334,6.0
12,3,0,0,1,1,33,0,1.0,1.0,6.0
8,11,1,0,1,0,19,0,1.0,0.8333333333333334,6.0
1,5,1,0,1,0,18,1,1.0,1.0,6.0
8,5,0,0,1,0,18,1,0.0,0.0,6.0
1,14,1,0,0,0,18,1,0.0,0.0,6.0
1,2,1,0,1,0,18,0,0.0,0.0,0.0
8,9,1,0,1,1,19,0,1.0,0.6,5.0
8,10,1,0,1,0,18,1,1.0,1.0,6.0
8,6,1,0,1,0,18,0,0.6,1.0,5.0
8,12,1,0,1,1,18,0,0.875,0.875,8.0
17,10,1,0,1,0,21,0,1.0,1.0,9.0
1,12,0,0,1,1,18,0,0.875,0.875,8.0
8,14,1,0,1,0,18,0,1.0,1.0,6.0
1,12,1,0,1,0,18,0,1.0,0.75,7.5
8,12,1,0,1,0,20,0,0.8571428571428571,0.875,7.5
8,9,0,0,1,1,18,0,1.0,1.0,5.0
1,15,1,0,1,0,18,1,0.0,0.0,6.0
9,9,1,0,1,1,20,0,1.0,1.0,5.0
8,11,1,0,1,0,20,0,1.0,1.0,6.0
8,9,1,1,1,1,19,1,0.8,0.0,5.0
16,5,0,0,1,1,19,0,1.0,1.0,11.0
8,14,1,1,0,1,18,1,0.16666666666666666,0.0,6.0
8,15,1,1,1,1,19,0,1.0,1.0,6.0
1,12,1,0,1,1,20,0,1.0,1.0,8.0
15,9,1,0,1,0,21,0,0.8571428571428571,1.0,6.0
14,12,0,0,1,0,21,0,0.75,0.75,8.0
8,5,0,0,1,0,20,0,1.0,1.0,6.0
9,16,1,0,1,0,19,0,1.0,1.0,7.0
8,6,0,0,0,0,21,1,0.4,0.4,5.0
1,6,0,0,1,0,18,0,1.0,1.0,5.0
1,11,0,0,1,1,19,0,0.8333333333333334,0.8333333333333334,6.0
8,12,1,0,1,0,18,0,1.0,1.0,7.5
1,12,1,0,1,1,19,0,0.875,0.875,8.0
1,9,1,0,1,1,18,0,0.6,0.6,5.0
1,15,0,0,1,0,18,0,1.0,1.0,6.0
8,6,1,0,1,1,18,0,0.8,1.0,5.0
8,5,1,0,1,0,18,1,0.3333333333333333,0.0,6.0
8,10,0,0,1,0,18,1,0.0,0.0,6.0
1,10,0,0,1,0,18,0,1.0,1.0,6.0
13,6,1,0,1,1,20,0,1.0,1.0,4.0
8,5,1,0,1,0,18,0,0.8333333333333334,0.8333333333333334,6.0
9,12,0,0,1,1,20,0,0.875,0.875,8.0
14,14,0,0,1,0,40,0,1.0,0.7142857142857143,7.5
1,12,1,0,1,1,18,0,0.8571428571428571,0.875,7.5
1,11,1,0,1,0,19,0,0.8333333333333334,0.8333333333333334,6.0
4,17,0,0,1,0,24,1,0.0,0.0,5.0
1,15,1,0,1,0,19,1,1.0,1.0,6.0
1,12,1,0,1,0,19,0,0.875,0.875,8.0
1,12,1,0,1,1,20,0,0.8571428571428571,0.875,7.5
1,12,0,0,1,0,18,0,1.0,1.0,7.5
1,2,1,0,1,1,18,0,0.0,0.0,0.0
8,12,1,0,1,0,19,0,1.0,1.0,7.5
8,12,1,0,1,0,18,1,1.0,1.0,7.5
15,6,1,0,1,0,19,0,1.0,0.8333333333333334,6.0
1,12,1,0,1,1,19,0,1.0,1.0,7.5
1,12,0,0,1,1,19,0,1.0,0.875,7.5
1,12,1,0,1,1,19,1,1.0,0.875,7.5
1,12,0,0,1,0,19,0,0.8571428571428571,0.8571428571428571,7.0
12,14,1,1,0,0,25,1,1.0,0.8,5.0
1,12,0,0,1,0,20,0,0.875,0.875,8.0
17,10,0,1,0,0,23,1,0.7777777777777778,0.4444444444444444,9.0
1,5,0,0,1,0,20,1,0.0,0.0,6.0
12,3,0,0,1,0,27,0,0.8333333333333334,1.0,6.0
1,12,0,0,1,0,18,0,1.0,1.0,8.0
4,3,1,1,0,0,23,1,0.9166666666666666,0.8,11.0
1,12,1,0,1,1,19,0,0.8571428571428571,0.8571428571428571,7.0
1,9,0,0,1,0,18,0,1.0,1.0,5.0
14,12,1,0,1,0,20,0,1.0,1.0,7.5
1,14,1,0,1,0,18,0,0.6666666666666666,0.8333333333333334,6.0
1,12,1,0,1,1,19,0,1.0,1.0,8.0
15,10,1,0,1,1,19,0,1.0,1.0,6.0
1,6,0,0,1,0,18,0,0.8,1.0,5.0
1,10,0,0,1,0,18,0,0.8333333333333334,1.0,6.0
1,15,1,0,1,0,18,0,1.0,1.0,6.0
2,16,0,0,0,0,28,1,1.0,1.0,9.5
8,11,1,0,1,0,19,1,0.6666666666666666,0.16666666666666666,6.0
14,2,1,1,1,0,20,1,0.0,0.0,0.0
1,12,1,0,1,1,19,0,0.8571428571428571,0.875,7.5
1,5,0,0,1,1,20,0,1.0,1.0,6.0
1,11,1,0,1,1,19,0,0.8333333333333334,0.8333333333333334,6.0
1,16,1,0,1,1,19,0,1.0,1.0,7.0
1,5,1,0,1,1,18,0,1.0,1.0,6.0
8,8,0,0,1,0,19,1,0.0,0.0,6.0
8,14,0,0,1,1,19,0,1.0,1.0,6.0
1,15,0,1,1,0,20,0,0.8333333333333334,1.0,6.0
8,8,0,0,1,0,18,0,0.8,1.0,5.0
8,15,0,0,1,0,18,1,0.0,0.0,6.0
8,10,1,0,1,0,18,0,0.8333333333333334,1.0,6.0
9,15,1,0,1,0,20,1,0.8333333333333334,1.0,6.0
8,12,1,0,1,1,19,0,1.0,1.0,7.5
1,16,1,1,0,0,21,1,0.5,0.5,6.0
8,14,1,1,0,0,20,1,0.0,0.0,6.0
1,11,1,0,1,0,18,0,0.8333333333333334,0.6666666666666666,6.0
1,15,0,0,1,1,20,0,1.0,1.0,6.0
1,12,1,0,1,1,19,0,1.0,1.0,8.0
1,6,1,0,1,0,22,1,0.8,1.0,5.0
8,8,1,0,0,0,22,1,0.0,0.0,4.0
1,10,1,0,1,0,19,0,0.3333333333333333,0.8333333333333334,6.0
1,2,1,0,1,0,19,1,0.0,0.0,0.0
1,12,1,0,1,1,20,1,0.875,0.875,8.0
1,12,1,1,1,1,18,0,1.0,1.0,7.5
